	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27
hsa-miR-99b-3p	887.961859721048	853.013081865307	746.223311138937	633.964776405922	685.849995232005	693.803347696199	697.87568285682	747.55000324574	641.907579892079	637.898239447777	762.631916277151	875.748969017659	918.39567239688	879.503614662545	795.473313531939	1434.31946454603	1552.5603179099	1570.17742119768	1500.2408042756	444.750703697098	447.531381497066	525.174856345018	477.52032356258	464	516.788338451262	509.00052492687	500.643329187395
hsa-miR-18b-5p	2144.10302713131	2022.7567595287	3132.43549618778	1.30445427244017	3.77878785251793	3.91979292483728	2.47473646403128	2590.82398385167	2883.0504234808	2208.41985429072	2695.32923834938	1657.33138222697	1681.79761670663	1259.61092398797	1247.25027692372	129.551435507383	132.673336257755	124.782311618359	198.799243709863	1182.10055456334	2005.06891351732	1438.24481935216	1674.44218033545	893	733.561970351959	816.957463524177	1157.91250437755
hsa-miR-3615	1028.73630089634	1342.50582082599	885.253509792199	186.536960958944	294.745452496399	227.347989640562	188.079971266377	138.245548545445	177.077953073677	185.71720895315	161.928694551998	1499.60240124798	1420.39028426117	1368.79068304952	1532.583095908	604.57336570112	454.476747606354	605.71413764745	492.374871048847	1636.21443096985	1493.3753267877	1511.67352267092	1658.83694100334	829	1186.18531376061	915.736104206333	1658.55583356495
hsa-miR-361-3p	1007.07869456168	1158.94604371573	1115.07894021902	734.407755383815	795.434842955025	803.557549591643	801.814614346134	808.992469265937	968.39505587167	795.354133995013	877.549054346311	1000.51965546372	1078.01607893437	1067.53542193523	1106.74547969661	1098.10264382448	1086.79222253693	1136.03896202548	1236.71622540438	1128.26231148422	1381.09146763073	1243.49912794155	1196.92185677287	662	612.168736487569	619.400182159867	864.239043122374
hsa-miR-874	2203.66144455162	2753.39665665384	2743.71841015723	370.465013373008	292.85605857014	292.024572900378	358.836787284535	2473.05925731296	2506.75977319924	1970.21734715516	2632.64716303893	1718.5396435024	1933.95159225136	1930.86425747754	1510.96697325768	419.499886404859	556.098877505911	452.335879616551	580.216397339252	1231.25721128776	1061.88449659877	973.728457053073	980.009030056537	670	494.24388073359	613.589673884446	716.003867441191
hsa-miR-501-3p	1223.65475790827	1277.72001714002	961.86198660114	263.499763032914	249.399998266184	309.663641062145	308.104689771894	701.468153730591	680.643382126945	597.524933153614	642.491271932121	1287.72765067919	1450.46369418852	1785.29124539546	1309.93703260966	798.900518962195	985.170092637375	834.481708947775	802.131832178169	1432.56542454013	1257.57922255806	1613.83519685354	1560.52393321105	1142	861.891960437172	952.923357169026	1325.72591080908
hsa-miR-1304-3p	625.363382913299	683.8501500186	644.078675393684	3108.51453122492	3476.4848243165	3470.97663494341	2701.17485049014	3323.01337059236	3176.33578325908	2818.05677933258	3217.67986593647	451.999467880082	367.820936803788	487.26522099695	499.332433222494	678.602757419625	556.098877505911	683.703082408925	776.70402193621	390.912460617976	351.288073648235	287.329708638612	327.71002597432	219	296.546328440154	249.851855843098	455.893087472321
hsa-miR-92b-5p	546.854559950157	583.072233173754	564.63284759182	48.2648080802862	52.9030299352511	72.5161691094897	77.9541986169852	465.938700653166	575.50334748945	403.733062941631	517.127121311219	1259.47768393669	1427.33030193671	1140.32192797626	1245.08866465869	468.852814217195	341.563269940179	361.348777394831	277.394293548646	1629.19205143779	1608.8672962063	1527.63628426195	1643.23170167123	1255	1345.73070683953	1341.06530996714	1996.9795365352
hsa-miR-1247-3p	3210.7401391133	4059.91036432095	2783.44132405817	1.30445427244017	0	3.91979292483728	1.23736823201564	20.4808220067326	16.6010581006572	8.07466125883262	36.5645439310963	1082.91539179603	1052.56934745738	1130.21269102612	1009.47292777015	453.43002427584	290.7522049904	293.758358601553	425.337916774591	3380.10534809795	2303.4231678487	3206.91880363873	2860.44036957585	872	972.880059970329	834.38898835044	1602.6180314211
hsa-miR-216b	2368.8006928534	2145.12994426887	2337.97721816914	0	0	0	3.71210469604692	5.12020550168315	0	0	0	1078.20706400561	1142.78957723944	1012.94554240445	998.664866444988	0	2.82283694165437	5.19926298409829	4.62323822581077	2621.68835863553	3058.93313446203	3302.69537318493	3259.93449647787	892	698.878189247848	608.941267264109	1482.35175681184
hsa-miR-129-5p	251.769673640419	305.932961850426	192.939867518813	27.3935397212435	24.5621210413666	21.558861086605	27.222101104344	235.529453077425	243.482185476306	205.903862100232	271.622326345287	576.770154326146	629.228269249248	709.668433900122	672.26141442509	718.702011267148	711.354909296901	759.09239567835	647.253351613508	2890.87957403114	2613.00580809577	2720.05457511219	2807.38255584667	815	830.676557443472	749.555567529295	1569.0553501348
hsa-miR-515-5p	8.12160237549739	3.59921131588737	2.83735099292372	1.30445427244017	5.6681817787769	5.87968938725592	4.94947292806255	18745.072341662	21028.0069274991	15866.7093736061	18297.9424843758	7.06249168562628	0	8.08738956011535	0	107.959529589486	56.4567388330874	145.579363554752	150.25524233885	0	1.60405513081386	3.1925523182068	1.56052393321105	2	0	2.32420331016836	2.79689010719215
hsa-miR-431-5p	546.854559950157	694.647783966262	465.325562839489	2453.67848645996	2941.78634318521	2908.48635022926	2676.42748584983	235.529453077425	138.34215083881	750.943497071434	109.693631793289	223.645570044832	203.573851815933	204.206586392913	205.353165178082	4793.40311377317	3593.47142672601	4307.58938232543	3268.62942564822	145.129176995895	131.532520726736	137.279749682892	129.523486456517	122	147.406069692474	113.885962198249	159.422736109953
hsa-miR-152	966.470682684189	1158.94604371573	970.374039579911	2539.77246844101	2503.44695229313	2322.47730796609	2548.97855795222	133.125343043762	149.409522905915	730.756843924352	188.046225931352	722.728315829089	717.135159806128	616.663453958796	587.958536088824	1326.35993495654	1075.50087477032	1325.81206094506	1021.73564790418	348.778183425619	498.86114568311	446.957324548951	413.538842300927	177	206.368497569464	204.529891294815	220.95431846818
hsa-miR-328	1077.46591514932	1302.91449635123	990.235496530377	161.752329782581	215.390907593522	217.548507328469	174.468920714205	128.005137542079	121.741092738153	213.978523359064	151.481682000256	1391.31086206838	1205.24973631933	1364.74698826947	1508.80536099264	1872.32669888051	1191.23718937814	1403.80100570654	1121.13526975911	1121.23993195216	1066.69666199122	1069.50502659928	1029.94579591929	545	513.319960340851	563.619302715827	962.1301968741
hsa-miR-18a-3p	1091.00191910848	1295.71607371945	1132.10304617656	142.185515695978	147.372726248199	162.671406380747	128.686296129626	1638.46576053861	1593.70157766309	1421.14038155454	1781.21564007198	1219.45689771814	1108.08948886173	1075.62281149534	1141.33127593713	1742.77526337313	1196.88286326145	1525.98368583285	1622.75661725958	1261.68752259335	1113.21426078482	994.480047121417	1068.95889424957	772	960.74073658389	869.252038002965	1594.22736109953
hsa-miR-493-5p	332.985697395393	449.901414485921	317.783311207456	4629.50821289016	5290.30299352511	5191.76572894698	4935.86187751038	5.12020550168315	5.5336860335524	1231.38584197197	5.2235062758709	70.6249168562628	69.4001767554317	78.8520482111247	54.0403066258111	123.382319530841	98.799292957903	124.782311618359	73.9718116129724	39.7934840150035	25.6648820930217	17.5590377501374	17.1657632653215	16	26.0128358280837	13.9452198610101	13.9844505359608
hsa-miR-374a-5p	863.597052594556	957.39021002604	1327.8802646883	735.712209656255	566.81817787769	568.369974101406	893.379863515291	3328.13357609405	3840.37810728537	2822.094109962	3400.50258559196	612.082612754278	550.574735593092	495.352610557065	447.453738861716	413.330770428317	592.795757747418	774.690184630645	674.992780968373	646.058916949469	1470.91855495631	814.100841142733	870.772354731764	450	319.090786157826	325.38846342357	567.768691760007
hsa-miR-340-3p	1245.31236424293	1331.70818687833	1659.85033086037	41.7425367180854	71.7969691978408	60.7567903349779	60.6310433687663	552.98219418178	769.182358663784	545.039634971202	652.938284483862	1516.08154851444	1533.74390629504	1350.59405653926	1446.1186053067	419.499886404859	369.791639356723	434.138459172207	455.388965242361	1130.60310466157	1575.18213845921	1297.77251735106	1449.72673395306	753	818.537234057032	613.589673884446	1283.7725592012
hsa-miR-100-3p	16.2432047509948	7.19842263177474	5.67470198584743	5273.9086234756	4774.49845165641	4341.17066425729	5428.33443385261	46.0818495151483	0	908.39939161867	36.5645439310963	7.06249168562628	13.8800353510863	18.1966265102595	23.7777349153569	24.6764639061682	16.9370216499262	46.7933668568846	34.6742866935808	4.6815863547063	4.81216539244157	0	6.24209573284418	27	15.6077014968502	9.29681324067343	0
hsa-miR-200c-3p	102.873630089634	100.777916844846	175.91576156127	18.2623598141624	9.44696963129484	23.5187575490237	14.8484187841877	7869.755856087	7188.25815758457	5817.7934369889	7626.31916277151	32.9582945329226	41.640106053259	52.5680321407498	49.7170820957462	4216.59076996649	4875.0393982371	3657.68150931314	5439.23977266637	30.4303113055909	30.4770474854633	31.925523182068	34.331526530643	33	24.2786467728781	19.755728136431	33.5626812863058
hsa-miR-424-3p	13.5360039591623	28.793690527099	22.6988079433897	2908.93302754158	4043.30300219419	3978.58981870984	3166.42530572802	92.1636990302967	71.9379184361812	795.354133995013	104.470125517418	25.8958028472964	34.7000883777159	22.2403212903172	34.5857962405191	1733.52158940831	1284.39080845274	1707.95789027629	1504.86404250141	93.631727094126	101.055473241273	119.720711932755	74.9051487941302	100	116.190666698774	88.3197257863976	201.376087717835
hsa-miR-148a-5p	882.547458137383	1025.7752250279	814.319734969107	144.794424240859	122.810605206833	101.914616045769	132.398400825673	6379.7760550972	6673.6253564642	4788.27412648774	6686.08803311475	522.624384736345	647.734983050696	505.46184750721	557.69596437837	854.422562751073	1061.38669006204	868.276918344414	1312.99965613026	472.840221825336	500.465200813924	419.820629844194	426.023033766616	353	459.560099629478	324.226361768486	416.73662597163
hsa-miR-598	966.470682684189	996.981534500801	922.139072700208	221.757226314829	226.727271151076	186.190163929771	225.201018226846	2150.48631070692	1848.2511352065	1546.29763106645	1859.56823421004	607.37428496386	566.768110169359	471.090441876719	399.898269031002	447.260908299298	406.488519598229	413.341407235814	457.700584355267	1093.15041382392	1373.07119197666	1142.93372991803	973.766934323693	524	591.358467825102	520.621541477712	472.674428115473
hsa-miR-455-3p	866.304253386388	1086.96181739799	1015.77165546669	860.939819810511	755.757570503587	721.24189817006	856.258816554822	378.895207124553	735.980242462469	476.405014271125	454.445046000768	508.499401365092	504.30795108947	531.745863577585	490.685984162364	1446.65769649911	1242.04825432792	1024.25480786736	1213.60003427533	348.778183425619	365.72456982556	319.25523182068	310.544262708998	165	171.684716465352	182.449959848216	240.532549218525
hsa-miR-378i	831.110643092566	1040.17207029145	1098.05483426148	116.096430247175	122.810605206833	97.994823120932	112.600509113423	5488.86029780433	5279.13647600899	4719.63950578767	6289.10155614856	852.207330065571	1110.40282808691	940.15903636341	903.553926783561	1076.51073790659	1010.57562511226	933.267705645642	1079.52612572682	426.024358278273	476.404373851716	405.454144412263	401.054650835239	344	365.913890648377	284.714905495624	475.471318222666
hsa-miR-448	1380.67240383456	1598.04982425399	1393.13933752554	1.30445427244017	1.88939392625897	0	3.71210469604692	2611.30480585841	2551.02926146766	1752.20149316668	2068.50848524488	1676.16469338864	2179.16555012056	1902.55839401714	1768.19883279654	533.628531970887	556.098877505911	467.933668568846	397.598487419726	72.5645884979476	118.700079680225	41.5031801366883	62.4209573284418	3	3.46837811041115	5.81050827542089	8.39067032157645
hsa-miR-561-5p	373.59370927288	385.115610799949	456.813509860718	795.717106188503	632.946965296754	640.886143210896	1117.34351351012	5186.76817320503	5129.72695310308	3686.08286465709	4178.80502069672	419.041173347159	397.894346731142	276.993092433951	285.332818984282	734.124801208503	894.839310504436	1154.23638246982	1132.69336532364	409.638806036801	567.835516308106	391.087658980332	429.144081633038	211	194.229174183025	176.639451572795	332.829922755866
hsa-miR-490-3p	2.70720079183246	7.19842263177474	2.83735099292372	3990.32561939448	3833.58027637944	3737.52255383235	4205.81462062116	56.3222605185146	27.668430167762	686.346207000773	15.6705188276127	11.7708194760438	6.94001767554317	8.08738956011535	8.64644906012977	12.3382319530841	5.64567388330874	2.59963149204914	13.8697146774323	9.3631727094126	14.4364961773247	19.1553139092408	24.9683829313767	22	10.4051343312335	10.4589148957576	22.3751208575372
hsa-miR-181c-3p	387.129713232042	352.722708956962	252.524238370211	1342.28344634093	1303.68180911869	1205.33632438746	1222.51981323145	358.41438511782	459.295940784849	613.674255671279	396.986476966188	122.416522550856	187.380477239666	151.638554252163	131.858348166979	1267.75333317939	1569.49733955983	1684.56120684784	1611.19852169505	105.335692980892	126.720355334295	137.279749682892	131.084010389728	162	225.444577176725	137.127995299933	83.9067032157645
hsa-miR-365b-3p	679.507398749948	802.624123442883	1078.19337731101	1440.11751677395	1133.63635575538	1209.2561173123	1472.46819609861	532.501372175047	498.031743019716	658.084892594859	438.774527173155	181.270619931075	205.887191041114	183.988112492624	149.151246287239	1193.72394146089	1374.72159058568	1359.6072703417	1370.79013395289	168.537108769427	234.192049098823	231.460043069993	201.307587384225	111	69.3675622082231	89.4818274414817	111.875604287686
hsa-miR-365a-3p	679.507398749948	802.624123442883	1078.19337731101	1440.11751677395	1133.63635575538	1209.2561173123	1472.46819609861	532.501372175047	498.031743019716	658.084892594859	438.774527173155	181.270619931075	205.887191041114	183.988112492624	149.151246287239	1193.72394146089	1374.72159058568	1359.6072703417	1370.79013395289	168.537108769427	234.192049098823	231.460043069993	201.307587384225	111	69.3675622082231	89.4818274414817	111.875604287686
hsa-miR-93-3p	1039.56510406367	1007.77916844846	1075.35602631809	173.492418234542	188.939392625897	137.192752369305	164.56997485808	1182.76747088881	1068.00140447561	1150.63922938365	1248.41799993314	748.624118676386	747.208569733481	729.886907800411	680.907863485219	539.797647947429	451.653910664699	496.529614981386	524.737538629523	814.596025718896	887.042487340063	820.485945779147	928.511740260572	583	416.205373249339	532.242558028554	738.378988298728
hsa-miR-214-3p	2.70720079183246	14.3968452635495	5.67470198584743	1959.29031720513	1915.84544122659	2089.24962893827	2125.79862260287	148.485959548811	204.746383241439	702.495529518438	219.387263586578	7.06249168562628	2.31333922518106	6.06554217008652	12.9696735901947	2930.33008885747	3469.26660129322	3345.72573026725	2676.85493274444	16.385552241472	3.20811026162772	6.38510463641359	9.36314359926627	1	6.93675622082231	1.16210165508418	8.39067032157645
