	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27
hsa-miR-3151	0	0	0	0	9.44696963129484	3.91979292483728	4.94947292806255	0	0	0	0	0	0	0	2.16161226503244	0	0	0	0	0	3.20811026162772	0	0	0	1.73418905520558	0	0
hsa-miR-4733-3p	0	0	0	1.30445427244017	0	0	0	10.2404110033663	0	0	10.4470125517418	4.70832779041752	0	0	6.48483679509733	0	0	0	0	0	0	0	1.56052393321105	1	0	0	2.79689010719215
hsa-miR-610	0	0	2.83735099292372	2.60890854488034	1.88939392625897	1.95989646241864	1.23736823201564	0	0	0	0	0	2.31333922518106	2.02184739002884	2.16161226503244	0	2.82283694165437	0	0	2.34079317735315	1.60405513081386	0	0	0	0	0	0
hsa-miR-3152-3p	0	0	0	5.21781708976068	3.77878785251793	5.87968938725592	2.47473646403128	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	0	0	3.1925523182068	1.56052393321105	0	0	0	0
hsa-miR-3619-5p	0	0	0	5.21781708976068	5.6681817787769	7.83958584967456	2.47473646403128	0	0	0	5.2235062758709	0	0	0	0	3.08455798827102	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1293	0	0	0	3.91336281732051	0	0	2.47473646403128	5.12020550168315	5.5336860335524	8.07466125883262	0	0	0	2.02184739002884	0	6.16911597654205	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3935	2.70720079183246	0	0	0	0	0	0	0	5.5336860335524	0	5.2235062758709	0	2.31333922518106	2.02184739002884	2.16161226503244	3.08455798827102	0	15.5977889522949	4.62323822581077	0	0	0	0	0	0	0	0
hsa-miR-3199	0	0	0	1.30445427244017	0	0	2.47473646403128	0	5.5336860335524	0	5.2235062758709	2.35416389520876	0	0	0	0	2.82283694165437	2.59963149204914	2.31161911290539	0	0	0	1.56052393321105	3	1.73418905520558	1.16210165508418	0
hsa-miR-4528	0	0	2.83735099292372	1.30445427244017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60405513081386	0	0	0	0	0	2.79689010719215
hsa-miR-4667-3p	2.70720079183246	0	0	0	0	1.95989646241864	0	0	0	0	5.2235062758709	2.35416389520876	2.31333922518106	0	0	3.08455798827102	0	0	0	0	3.20811026162772	0	3.12104786642209	1	0	1.16210165508418	0
hsa-miR-5682	0	0	0	0	0	0	0	10.2404110033663	5.5336860335524	0	5.2235062758709	0	0	0	2.16161226503244	0	0	2.59963149204914	0	0	3.20811026162772	1.5962761591034	0	2	0	0	0
hsa-miR-1257	2.70720079183246	0	0	0	0	0	0	0	5.5336860335524	0	0	2.35416389520876	2.31333922518106	2.02184739002884	0	0	0	0	0	2.34079317735315	1.60405513081386	0	1.56052393321105	1	1.73418905520558	1.16210165508418	0
hsa-miR-4646-5p	0	0	0	0	0	0	0	5.12020550168315	0	0	0	0	0	2.02184739002884	0	0	2.82283694165437	0	0	2.34079317735315	1.60405513081386	3.1925523182068	1.56052393321105	1	1.73418905520558	0	0
hsa-miR-3180	0	0	0	0	0	0	0	5.12020550168315	22.1347441342096	0	0	0	0	4.04369478005768	0	3.08455798827102	0	5.19926298409829	0	0	0	1.5962761591034	1.56052393321105	1	1.73418905520558	0	0
hsa-miR-548ae	0	3.59921131588737	0	0	0	1.95989646241864	2.47473646403128	5.12020550168315	5.5336860335524	4.03733062941631	5.2235062758709	0	2.31333922518106	0	0	0	2.82283694165437	0	0	0	0	0	4.68157179963314	0	0	0	0
hsa-miR-1261	0	0	0	0	0	5.87968938725592	2.47473646403128	10.2404110033663	11.0673720671048	4.03733062941631	10.4470125517418	0	0	0	0	0	0	2.59963149204914	0	0	0	0	0	0	0	0	0
hsa-miR-548ad	0	0	0	0	0	0	0	5.12020550168315	22.1347441342096	0	20.8940251034836	0	0	0	0	6.16911597654205	2.82283694165437	0	4.62323822581077	0	0	0	0	0	0	0	0
hsa-miR-1228-5p	0	0	0	0	1.88939392625897	1.95989646241864	2.47473646403128	0	0	4.03733062941631	5.2235062758709	0	0	0	0	0	0	0	0	0	1.60405513081386	1.5962761591034	0	0	0	1.16210165508418	0
hsa-miR-4758-3p	0	0	0	0	1.88939392625897	0	0	0	0	0	10.4470125517418	0	0	0	0	6.16911597654205	5.64567388330874	7.79889447614743	2.31161911290539	0	0	0	0	0	0	0	2.79689010719215
hsa-miR-4745-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	0	1.60405513081386	0	1.56052393321105	3	1.73418905520558	1.16210165508418	2.79689010719215
hsa-miR-1273e	0	0	0	2.60890854488034	0	0	0	0	0	0	5.2235062758709	0	0	0	2.16161226503244	0	0	0	0	0	0	4.78882847731019	3.12104786642209	0	0	0	0
hsa-miR-3917	0	3.59921131588737	0	2.60890854488034	3.77878785251793	0	1.23736823201564	0	5.5336860335524	0	5.2235062758709	2.35416389520876	0	0	0	0	0	0	2.31161911290539	2.34079317735315	0	0	0	0	0	1.16210165508418	0
hsa-miR-892c-3p	8.12160237549739	10.7976339476621	0	0	0	0	0	0	0	0	5.2235062758709	0	0	0	0	0	8.46851082496311	0	9.24647645162155	0	0	0	0	0	0	0	0
hsa-miR-581	0	3.59921131588737	0	0	1.88939392625897	0	0	5.12020550168315	0	0	5.2235062758709	0	2.31333922518106	0	0	0	2.82283694165437	0	0	4.6815863547063	0	1.5962761591034	0	2	1.73418905520558	0	0
hsa-miR-616-3p	0	7.19842263177474	0	0	1.88939392625897	0	1.23736823201564	0	0	0	0	0	0	0	4.32322453006489	6.16911597654205	2.82283694165437	0	0	0	0	0	0	0	0	0	0
hsa-miR-544a	0	0	0	7.82672563464101	0	1.95989646241864	7.42420939209383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16161226503244	0	0	2.59963149204914	4.62323822581077	0	0	0	0	0	0	0	0
hsa-miR-5090	0	0	0	0	1.88939392625897	0	0	5.12020550168315	0	0	0	0	0	0	0	0	0	2.59963149204914	0	4.6815863547063	0	0	0	1	0	1.16210165508418	0
hsa-miR-509-5p	2.70720079183246	0	0	0	0	0	0	5.12020550168315	0	0	0	2.35416389520876	0	2.02184739002884	0	0	2.82283694165437	5.19926298409829	2.31161911290539	0	0	0	4.68157179963314	1	0	0	0
hsa-miR-548ag	0	0	0	0	0	1.95989646241864	2.47473646403128	0	0	4.03733062941631	0	0	0	2.02184739002884	0	0	0	2.59963149204914	2.31161911290539	0	0	0	3.12104786642209	2	0	0	0
hsa-miR-3064-3p	0	3.59921131588737	0	2.60890854488034	1.88939392625897	0	1.23736823201564	0	0	8.07466125883262	0	0	0	0	0	0	0	0	0	0	1.60405513081386	0	0	0	0	0	2.79689010719215
hsa-miR-1233-3p	0	3.59921131588737	0	1.30445427244017	0	0	1.23736823201564	0	0	0	0	2.35416389520876	4.62667845036211	0	0	0	2.82283694165437	0	0	0	0	3.1925523182068	0	1	0	1.16210165508418	0
hsa-miR-511	2.70720079183246	0	5.67470198584743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59963149204914	2.31161911290539	0	0	1.5962761591034	1.56052393321105	0	1.73418905520558	0	0
hsa-miR-1255b-5p	0	0	2.83735099292372	1.30445427244017	0	1.95989646241864	3.71210469604692	5.12020550168315	0	0	0	0	0	0	0	0	0	0	0	0	1.60405513081386	0	4.68157179963314	0	0	0	0
hsa-miR-4672	0	0	0	2.60890854488034	1.88939392625897	3.91979292483728	1.23736823201564	0	0	0	0	0	0	0	0	0	2.82283694165437	0	0	0	0	0	0	0	1.73418905520558	0	0
hsa-miR-4769-3p	0	0	0	2.60890854488034	5.6681817787769	1.95989646241864	1.23736823201564	0	0	0	0	0	0	0	0	3.08455798827102	0	0	0	0	1.60405513081386	0	0	0	0	0	0
hsa-miR-3675-5p	0	0	0	2.60890854488034	3.77878785251793	3.91979292483728	1.23736823201564	0	0	0	0	0	2.31333922518106	8.08738956011535	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1256	0	0	0	0	0	0	0	0	5.5336860335524	4.03733062941631	0	0	0	0	0	0	0	0	2.31161911290539	0	0	0	0	0	0	3.48630496525254	0
hsa-miR-890	2.70720079183246	7.19842263177474	5.67470198584743	0	0	0	0	0	0	0	0	0	0	0	0	9.25367396481307	5.64567388330874	2.59963149204914	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-4727-3p	2.70720079183246	0	2.83735099292372	0	0	0	1.23736823201564	0	0	0	5.2235062758709	0	0	0	0	3.08455798827102	2.82283694165437	2.59963149204914	0	0	1.60405513081386	0	1.56052393321105	0	0	1.16210165508418	0
hsa-miR-4504	0	0	2.83735099292372	0	0	0	0	0	5.5336860335524	0	0	0	0	0	2.16161226503244	0	0	0	2.31161911290539	4.6815863547063	0	1.5962761591034	0	2	0	0	0
hsa-miR-4796-3p	0	0	0	1.30445427244017	0	1.95989646241864	1.23736823201564	0	0	0	0	0	2.31333922518106	0	0	0	2.82283694165437	0	0	0	0	0	0	0	0	0	2.79689010719215
hsa-miR-3176	0	0	0	1.30445427244017	1.88939392625897	0	1.23736823201564	0	0	0	0	2.35416389520876	0	0	2.16161226503244	0	0	0	0	2.34079317735315	0	0	0	1	3.46837811041115	0	0
hsa-miR-548ap-3p	0	0	2.83735099292372	0	0	0	1.23736823201564	10.2404110033663	0	0	5.2235062758709	2.35416389520876	0	0	0	0	0	0	0	0	1.60405513081386	0	1.56052393321105	1	0	0	0
hsa-miR-4647	0	0	2.83735099292372	0	0	0	0	0	0	4.03733062941631	0	0	2.31333922518106	0	0	0	2.82283694165437	0	0	0	0	3.1925523182068	0	1	0	1.16210165508418	2.79689010719215
hsa-miR-4761-5p	0	0	0	2.60890854488034	0	1.95989646241864	2.47473646403128	0	5.5336860335524	0	0	0	2.31333922518106	2.02184739002884	0	0	0	0	0	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-3617-3p	0	0	0	0	3.77878785251793	0	1.23736823201564	0	5.5336860335524	0	5.2235062758709	0	2.31333922518106	0	0	0	0	2.59963149204914	0	2.34079317735315	0	0	0	0	0	0	0
hsa-miR-4455	2.70720079183246	0	0	0	1.88939392625897	0	1.23736823201564	0	0	0	0	0	0	2.02184739002884	0	0	2.82283694165437	0	0	4.6815863547063	1.60405513081386	0	1.56052393321105	0	0	1.16210165508418	0
hsa-miR-3677-5p	0	0	0	1.30445427244017	0	1.95989646241864	2.47473646403128	0	0	0	0	0	0	4.04369478005768	2.16161226503244	0	0	0	0	0	0	0	0	0	0	1.16210165508418	2.79689010719215
hsa-miR-4525	0	0	0	0	0	0	0	0	0	0	0	0	2.31333922518106	0	0	0	2.82283694165437	0	2.31161911290539	2.34079317735315	0	0	1.56052393321105	0	0	1.16210165508418	0
hsa-miR-1253	0	0	0	0	0	0	0	0	16.6010581006572	0	10.4470125517418	0	0	0	0	0	2.82283694165437	5.19926298409829	2.31161911290539	0	0	1.5962761591034	1.56052393321105	0	0	0	0
hsa-miR-147a	0	0	0	1.30445427244017	0	0	2.47473646403128	0	0	0	0	2.35416389520876	2.31333922518106	0	0	0	2.82283694165437	0	2.31161911290539	0	0	0	0	2	0	1.16210165508418	0
hsa-miR-4733-5p	0	0	0	0	0	0	0	0	0	0	0	4.70832779041752	0	0	2.16161226503244	0	0	2.59963149204914	0	0	0	1.5962761591034	3.12104786642209	0	0	0	0
hsa-miR-4498	0	0	0	0	0	0	0	10.2404110033663	5.5336860335524	0	0	0	2.31333922518106	0	0	0	0	0	0	0	0	0	3.12104786642209	0	0	1.16210165508418	0
hsa-miR-1288	0	0	2.83735099292372	0	0	0	0	0	0	4.03733062941631	5.2235062758709	0	2.31333922518106	0	0	6.16911597654205	0	0	0	0	3.20811026162772	1.5962761591034	0	1	0	0	2.79689010719215
hsa-miR-4684-3p	2.70720079183246	3.59921131588737	5.67470198584743	0	0	0	0	0	0	0	0	4.70832779041752	0	0	2.16161226503244	0	0	0	0	2.34079317735315	0	0	0	0	0	0	0
hsa-miR-3146	0	0	0	0	1.88939392625897	0	0	0	0	0	0	2.35416389520876	0	0	0	0	2.82283694165437	2.59963149204914	0	4.6815863547063	0	0	0	0	0	0	0
hsa-miR-3162-5p	0	0	0	2.60890854488034	1.88939392625897	0	0	0	5.5336860335524	0	0	0	0	2.02184739002884	0	0	2.82283694165437	0	0	0	0	0	1.56052393321105	1	0	1.16210165508418	2.79689010719215
hsa-miR-149-3p	0	3.59921131588737	2.83735099292372	1.30445427244017	0	1.95989646241864	0	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.64567388330874	0	0	2.34079317735315	0	0	0	1	1.73418905520558	1.16210165508418	0
hsa-miR-548an	0	0	2.83735099292372	0	0	0	0	0	5.5336860335524	0	0	0	0	0	0	0	0	0	0	2.34079317735315	3.20811026162772	0	1.56052393321105	0	1.73418905520558	1.16210165508418	0
hsa-miR-548v	0	0	0	0	0	3.91979292483728	1.23736823201564	0	0	4.03733062941631	5.2235062758709	0	0	0	0	0	0	0	0	2.34079317735315	3.20811026162772	0	0	1	1.73418905520558	0	0
hsa-miR-3171	0	0	0	0	0	0	0	0	5.5336860335524	0	0	0	0	0	0	0	2.82283694165437	5.19926298409829	0	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-1225-3p	0	0	0	0	0	1.95989646241864	0	0	0	0	5.2235062758709	0	0	0	2.16161226503244	0	0	0	0	0	3.20811026162772	0	0	1	3.46837811041115	1.16210165508418	2.79689010719215
hsa-miR-4747-5p	0	0	2.83735099292372	1.30445427244017	0	0	0	0	0	0	0	2.35416389520876	0	0	4.32322453006489	0	0	0	0	7.02237953205945	0	0	0	1	0	0	0
hsa-miR-4709-3p	0	3.59921131588737	0	1.30445427244017	1.88939392625897	0	0	0	5.5336860335524	0	5.2235062758709	0	0	0	0	0	0	0	0	0	4.81216539244157	0	0	1	0	0	0
hsa-miR-3157-3p	0	0	0	2.60890854488034	5.6681817787769	1.95989646241864	3.71210469604692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-4668-5p	0	3.59921131588737	0	3.91336281732051	0	0	1.23736823201564	0	0	0	0	2.35416389520876	0	6.06554217008652	0	0	0	0	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-5089-3p	0	0	0	0	0	0	0	0	0	0	0	2.35416389520876	0	2.02184739002884	0	0	0	0	0	2.34079317735315	1.60405513081386	0	0	0	1.73418905520558	0	2.79689010719215
hsa-miR-4787-5p	0	0	0	0	0	0	3.71210469604692	0	5.5336860335524	4.03733062941631	0	2.35416389520876	0	2.02184739002884	0	0	0	0	0	0	1.60405513081386	0	1.56052393321105	0	0	1.16210165508418	0
hsa-miR-298	0	0	2.83735099292372	0	0	0	0	10.2404110033663	5.5336860335524	0	10.4470125517418	0	2.31333922518106	0	0	0	0	0	0	0	1.60405513081386	0	0	0	0	0	0
hsa-miR-1224-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34079317735315	0	0	0	1	1.73418905520558	0	2.79689010719215
hsa-miR-3160-3p	0	0	0	0	3.77878785251793	0	1.23736823201564	0	0	0	10.4470125517418	0	0	2.02184739002884	0	3.08455798827102	2.82283694165437	0	0	0	1.60405513081386	0	0	0	0	0	0
hsa-miR-1273g-5p	0	3.59921131588737	0	1.30445427244017	0	0	0	0	0	4.03733062941631	0	0	6.94001767554317	0	0	0	0	0	0	2.34079317735315	0	3.1925523182068	0	0	0	0	0
hsa-miR-891b	8.12160237549739	3.59921131588737	0	0	0	0	0	0	0	0	0	0	0	2.02184739002884	0	3.08455798827102	0	2.59963149204914	2.31161911290539	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-4731-3p	2.70720079183246	0	0	2.60890854488034	0	3.91979292483728	2.47473646403128	0	0	0	0	0	2.31333922518106	0	0	0	0	0	0	0	0	0	3.12104786642209	0	0	0	0
hsa-miR-4425	0	0	0	0	0	0	0	0	0	0	0	7.06249168562628	0	0	0	0	0	0	0	0	0	0	0	1	0	2.32420331016836	0
hsa-miR-3682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16161226503244	0	0	5.19926298409829	0	0	0	1.5962761591034	0	0	1.73418905520558	1.16210165508418	2.79689010719215
hsa-miR-875-5p	2.70720079183246	0	0	0	0	0	0	0	0	0	0	9.41665558083504	4.62667845036211	2.02184739002884	0	0	0	0	0	0	1.60405513081386	0	0	0	0	0	0
hsa-miR-4743-5p	5.41440158366493	0	2.83735099292372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	0	0	1.5962761591034	0	1	0	2.32420331016836	0
hsa-miR-934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08455798827102	14.1141847082719	2.59963149204914	4.62323822581077	0	0	0	0	0	0	0	0
hsa-miR-380-5p	2.70720079183246	0	0	0	0	1.95989646241864	1.23736823201564	5.12020550168315	0	0	0	0	0	0	0	6.16911597654205	2.82283694165437	2.59963149204914	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-1273f	0	0	0	0	0	0	0	0	0	0	0	0	4.62667845036211	2.02184739002884	0	6.16911597654205	0	0	0	0	1.60405513081386	0	0	0	0	1.16210165508418	0
hsa-miR-4490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-5p	5.41440158366493	0	0	1.30445427244017	0	0	0	0	0	0	0	0	0	0	2.16161226503244	0	0	0	0	0	3.20811026162772	0	3.12104786642209	0	0	0	2.79689010719215
hsa-miR-4754	2.70720079183246	0	0	0	0	0	0	5.12020550168315	0	0	0	2.35416389520876	0	0	2.16161226503244	0	0	0	0	2.34079317735315	0	0	0	0	1.73418905520558	0	0
hsa-miR-5585-5p	2.70720079183246	0	0	0	3.77878785251793	0	1.23736823201564	5.12020550168315	0	0	5.2235062758709	0	0	0	0	0	0	0	0	2.34079317735315	0	0	0	0	0	0	0
hsa-miR-4433-5p	0	0	0	0	0	0	0	0	0	4.03733062941631	0	0	0	0	0	6.16911597654205	8.46851082496311	2.59963149204914	4.62323822581077	0	0	0	0	0	0	0	0
hsa-miR-885-3p	0	0	0	0	0	0	0	5.12020550168315	0	0	0	0	0	2.02184739002884	0	0	2.82283694165437	0	2.31161911290539	0	1.60405513081386	1.5962761591034	0	0	0	0	0
hsa-miR-3194-3p	0	0	0	0	0	0	0	5.12020550168315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0	3.59921131588737	0	0	0	0	0	0	0	0	0	0	2.31333922518106	4.04369478005768	0	0	0	0	0	0	0	1.5962761591034	3.12104786642209	0	0	0	0
hsa-miR-3680-3p	0	0	0	1.30445427244017	0	0	0	0	5.5336860335524	0	0	0	2.31333922518106	0	2.16161226503244	0	0	0	0	0	1.60405513081386	0	4.68157179963314	0	0	0	0
hsa-miR-4469	0	0	2.83735099292372	0	0	0	0	0	0	0	0	2.35416389520876	0	2.02184739002884	0	0	0	0	0	0	0	0	3.12104786642209	0	0	0	0
hsa-miR-5698	0	3.59921131588737	0	0	0	1.95989646241864	0	0	0	0	0	2.35416389520876	2.31333922518106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-5p	0	0	0	0	0	1.95989646241864	0	0	0	0	0	0	0	0	0	3.08455798827102	2.82283694165437	0	2.31161911290539	0	3.20811026162772	0	3.12104786642209	1	0	0	0
hsa-miR-4644	0	0	0	1.30445427244017	0	0	0	0	0	0	0	0	0	0	0	3.08455798827102	0	2.59963149204914	0	0	0	0	0	2	0	1.16210165508418	0
hsa-miR-4700-3p	0	0	2.83735099292372	1.30445427244017	0	1.95989646241864	0	0	0	0	5.2235062758709	0	0	0	0	0	0	5.19926298409829	0	0	0	0	0	1	0	0	0
hsa-miR-3611	0	3.59921131588737	0	0	0	1.95989646241864	2.47473646403128	0	5.5336860335524	0	0	2.35416389520876	0	0	0	0	0	0	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-4804-5p	0	0	2.83735099292372	2.60890854488034	0	1.95989646241864	0	0	0	0	0	0	0	0	0	6.16911597654205	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-510	0	0	0	0	0	0	0	5.12020550168315	0	0	0	0	0	0	2.16161226503244	0	2.82283694165437	2.59963149204914	0	0	0	0	0	0	0	0	0
hsa-miR-4638-5p	2.70720079183246	0	0	1.30445427244017	0	0	0	0	0	0	0	0	0	0	2.16161226503244	0	0	2.59963149204914	0	0	1.60405513081386	0	0	0	0	0	0
hsa-miR-4427	0	0	0	0	0	0	0	10.2404110033663	5.5336860335524	4.03733062941631	10.4470125517418	0	0	0	0	3.08455798827102	0	0	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-5586-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02184739002884	0	0	0	0	0	0	0	1.5962761591034	1.56052393321105	1	0	1.16210165508418	0
hsa-miR-552	0	0	0	0	0	0	0	0	0	4.03733062941631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	3.59921131588737	0	1.30445427244017	0	1.95989646241864	0	5.12020550168315	0	0	0	0	2.31333922518106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-5p	0	0	0	0	0	0	0	0	0	4.03733062941631	0	0	0	0	0	3.08455798827102	0	0	2.31161911290539	0	0	1.5962761591034	0	0	0	1.16210165508418	0
hsa-miR-521	0	0	0	0	0	0	0	10.2404110033663	5.5336860335524	8.07466125883262	5.2235062758709	0	0	0	0	0	5.64567388330874	0	0	0	0	0	0	0	0	0	0
hsa-miR-5697	0	0	0	0	0	0	0	0	0	4.03733062941631	0	0	0	2.02184739002884	0	0	0	0	2.31161911290539	0	1.60405513081386	0	1.56052393321105	0	0	2.32420331016836	0
hsa-miR-5582-3p	0	3.59921131588737	0	1.30445427244017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	2.34079317735315	0	0	1.56052393321105	2	0	0	0
hsa-miR-4690-5p	0	0	0	0	0	0	0	0	5.5336860335524	0	0	0	0	0	0	0	0	2.59963149204914	2.31161911290539	2.34079317735315	1.60405513081386	0	0	0	1.73418905520558	0	0
hsa-miR-3125	0	3.59921131588737	0	1.30445427244017	1.88939392625897	1.95989646241864	2.47473646403128	0	0	0	0	0	0	0	2.16161226503244	0	0	2.59963149204914	0	0	0	0	0	0	0	0	0
hsa-miR-3150b-5p	0	3.59921131588737	0	0	0	0	1.23736823201564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79689010719215
hsa-miR-3150a-3p	0	3.59921131588737	0	0	0	0	1.23736823201564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79689010719215
hsa-miR-3616-5p	0	0	0	0	0	1.95989646241864	0	0	0	0	0	0	0	0	4.32322453006489	0	0	0	0	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-4668-3p	2.70720079183246	0	0	0	0	1.95989646241864	1.23736823201564	10.2404110033663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2.79689010719215
hsa-miR-3202	0	0	0	0	0	1.95989646241864	0	5.12020550168315	0	0	0	0	0	0	0	0	0	0	0	4.6815863547063	0	0	1.56052393321105	0	0	0	0
hsa-miR-624-3p	0	0	0	1.30445427244017	0	1.95989646241864	1.23736823201564	0	0	0	0	0	0	0	0	0	2.82283694165437	0	2.31161911290539	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-3191-3p	2.70720079183246	3.59921131588737	0	0	0	0	0	0	0	4.03733062941631	0	0	0	0	0	3.08455798827102	2.82283694165437	0	0	0	0	1.5962761591034	0	2	0	0	0
hsa-miR-653	0	0	0	0	0	0	0	0	11.0673720671048	4.03733062941631	0	0	0	0	0	3.08455798827102	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4664-5p	0	0	5.67470198584743	0	0	0	0	0	5.5336860335524	4.03733062941631	0	2.35416389520876	0	0	0	0	2.82283694165437	0	0	0	0	0	0	0	0	0	0
hsa-miR-4649-3p	0	0	2.83735099292372	0	0	0	0	0	0	0	5.2235062758709	2.35416389520876	2.31333922518106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4774-5p	2.70720079183246	7.19842263177474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60405513081386	1.5962761591034	1.56052393321105	0	0	0	0
hsa-miR-3134	0	0	0	1.30445427244017	1.88939392625897	3.91979292483728	1.23736823201564	0	5.5336860335524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-6720-3p	0	0	0	0	1.88939392625897	0	4.94947292806255	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	0	0	0	0	0	0	1.16210165508418	0
hsa-miR-2682-3p	0	0	0	0	0	5.87968938725592	1.23736823201564	0	0	4.03733062941631	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3164	0	0	0	0	0	1.95989646241864	1.23736823201564	0	0	0	0	0	0	0	0	0	0	0	2.31161911290539	0	0	0	1.56052393321105	0	0	0	5.5937802143843
hsa-miR-4762-3p	0	0	0	1.30445427244017	0	0	1.23736823201564	0	0	0	5.2235062758709	0	0	2.02184739002884	0	0	0	0	0	0	0	0	1.56052393321105	0	0	0	0
hsa-miR-3132	0	0	0	0	0	1.95989646241864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16210165508418	2.79689010719215
hsa-miR-3179	0	0	2.83735099292372	0	0	0	0	0	0	0	0	0	0	2.02184739002884	0	0	0	0	0	0	0	0	1.56052393321105	0	0	1.16210165508418	2.79689010719215
hsa-miR-449b-3p	0	0	5.67470198584743	0	1.88939392625897	0	0	5.12020550168315	0	0	0	2.35416389520876	0	0	2.16161226503244	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4662a-3p	0	3.59921131588737	0	0	0	0	0	0	0	0	0	0	2.31333922518106	0	0	0	0	0	0	4.6815863547063	0	1.5962761591034	0	0	0	0	0
hsa-miR-4767	0	0	0	0	1.88939392625897	0	1.23736823201564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56052393321105	0	1.73418905520558	1.16210165508418	0
hsa-miR-5583-5p	0	0	0	1.30445427244017	1.88939392625897	0	0	0	5.5336860335524	0	5.2235062758709	0	0	0	0	0	0	0	0	2.34079317735315	1.60405513081386	0	0	0	0	0	0
hsa-miR-3936	0	0	0	0	0	0	0	0	0	4.03733062941631	0	0	0	0	0	0	0	0	0	0	1.60405513081386	3.1925523182068	0	2	0	0	0
hsa-miR-570-3p	0	0	2.83735099292372	0	1.88939392625897	0	1.23736823201564	0	0	0	0	2.35416389520876	4.62667845036211	0	0	0	0	0	2.31161911290539	0	0	0	0	0	0	0	0
hsa-miR-1306-3p	0	3.59921131588737	0	0	0	0	0	0	0	0	5.2235062758709	4.70832779041752	0	0	0	3.08455798827102	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-3p	0	0	2.83735099292372	0	0	0	1.23736823201564	0	0	0	5.2235062758709	0	0	0	4.32322453006489	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20811026162772	3.1925523182068	0	1	0	0	0
